"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords","ID"
"AgU004942_v1.1",600,"GO:0005737 // GO:0005874 // GO:0005654 // GO:0005634 // GO:0043234 // GO:0005876 // GO:0003684 // GO:0003887 // GO:0019899 // GO:0016829 // GO:0046872 // GO:0008017 // GO:0007568 // GO:0006284 // GO:0006287 // GO:0006974 // GO:0006281 // GO:0006261 // GO:0048872 // GO:0071707 // GO:0006954 // GO:0008630 // GO:0048535 // GO:0051402 // GO:0006290 // GO:0045471 // GO:0010332 // GO:0055093 // GO:0007435 // GO:0016446 // GO:0048536","aging (GO:0007568);base-excision repair (GO:0006284);base-excision repair, gap-filling (GO:0006287);cellular response to DNA damage stimulus (GO:0006974);DNA repair (GO:0006281);DNA-dependent DNA replication (GO:0006261);homeostasis of number of cells (GO:0048872);immunoglobulin heavy chain V-D-J recombination (GO:0071707);inflammatory response (GO:0006954);intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630);lymph node development (GO:0048535);neuron apoptotic process (GO:0051402);pyrimidine dimer repair (GO:0006290);response to ethanol (GO:0045471);response to gamma radiation (GO:0010332);response to hyperoxia (GO:0055093);salivary gland morphogenesis (GO:0007435);somatic hypermutation of immunoglobulin genes (GO:0016446);spleen development (GO:0048536);","damaged DNA binding (GO:0003684);DNA-directed DNA polymerase activity (GO:0003887);enzyme binding (GO:0019899);lyase activity (GO:0016829);metal ion binding (GO:0046872);microtubule binding (GO:0008017);","cytoplasm (GO:0005737);microtubule (GO:0005874);nucleoplasm (GO:0005654);nucleus (GO:0005634);protein complex (GO:0043234);spindle microtubule (GO:0005876);","3D-structure;Acetylation;Complete proteome;Cytoplasm;DNA damage;DNA repair;DNA replication;DNA synthesis;DNA-binding;DNA-directed DNA polymerase;Isopeptide bond;Lyase;Magnesium;Metal-binding;Methylation;Nucleotidyltransferase;Nucleus;Polymorphism;Reference proteome;Sodium;Transferase;Ubl conjugation.;","AgU004942_v1.1_600"
"AgU005005_v1.1",584,"GO:0016021 // GO:0005886 // GO:0019028 // GO:0005198","No_GOBP","structural molecule activity (GO:0005198);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);viral capsid (GO:0019028);","Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;","AgU005005_v1.1_584"
"AgU005246_v1.1",705,"GO:0005634 // GO:0003682 // GO:0046872 // GO:0000978 // GO:0000981 // GO:0003705 // GO:0009653 // GO:0055007 // GO:0030154 // GO:0033152 // GO:0001701 // GO:0072619 // GO:0061140 // GO:0008045 // GO:1901250 // GO:0000122 // GO:2000727 // GO:0050679 // GO:0002639 // GO:0002053 // GO:0045944 // GO:0002329 // GO:0060043 // GO:0006357 // GO:0045214 // GO:0007519 // GO:0048745 // GO:0061470 // GO:0006351 // GO:0021517","anatomical structure morphogenesis (GO:0009653);cardiac muscle cell differentiation (GO:0055007);cell differentiation (GO:0030154);immunoglobulin V(D)J recombination (GO:0033152);in utero embryonic development (GO:0001701);interleukin-21 secretion (GO:0072619);lung secretory cell differentiation (GO:0061140);motor neuron axon guidance (GO:0008045);negative regulation of lung goblet cell differentiation (GO:1901250);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);positive regulation of cardiac muscle cell differentiation (GO:2000727);positive regulation of epithelial cell proliferation (GO:0050679);positive regulation of immunoglobulin production (GO:0002639);positive regulation of mesenchymal cell proliferation (GO:0002053);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);pre-B cell differentiation (GO:0002329);regulation of cardiac muscle cell proliferation (GO:0060043);regulation of transcription from RNA polymerase II promoter (GO:0006357);sarcomere organization (GO:0045214);skeletal muscle tissue development (GO:0007519);smooth muscle tissue development (GO:0048745);T follicular helper cell differentiation (GO:0061470);transcription, DNA-templated (GO:0006351);ventral spinal cord development (GO:0021517);","chromatin binding (GO:0003682);metal ion binding (GO:0046872);RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978);RNA polymerase II transcription factor activity, sequence-specific DNA binding (GO:0000981);transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705);","nucleus (GO:0005634);","Complete proteome;DNA-binding;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc;Zinc-finger.;","AgU005246_v1.1_705"
"AgU005418_v1.1",498,"GO:0070062 // GO:0005615 // GO:0045499 // GO:0038191 // GO:0030215 // GO:0050919 // GO:0048843 // GO:0001755 // GO:0030335 // GO:0071526","negative chemotaxis (GO:0050919);negative regulation of axon extension involved in axon guidance (GO:0048843);neural crest cell migration (GO:0001755);positive regulation of cell migration (GO:0030335);semaphorin-plexin signaling pathway (GO:0071526);","chemorepellent activity (GO:0045499);neuropilin binding (GO:0038191);semaphorin receptor binding (GO:0030215);","extracellular exosome (GO:0070062);extracellular space (GO:0005615);","Complete proteome;Disulfide bond;Glycoprotein;Immunoglobulin domain;Polymorphism;Reference proteome;Secreted;Signal.;","AgU005418_v1.1_498"
"AgU005564_v1.1",1103,"GO:0000932 // GO:0005634 // GO:0016874 // GO:0008329 // GO:0004842 // GO:0008270 // GO:0002218 // GO:0006914 // GO:0051607 // GO:0045087 // GO:0002221 // GO:0043123 // GO:0043410 // GO:0051092 // GO:0070534 // GO:0031664","activation of innate immune response (GO:0002218);autophagy (GO:0006914);defense response to virus (GO:0051607);innate immune response (GO:0045087);pattern recognition receptor signaling pathway (GO:0002221);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of MAPK cascade (GO:0043410);positive regulation of NF-kappaB transcription factor activity (GO:0051092);protein K63-linked ubiquitination (GO:0070534);regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664);","ligase activity (GO:0016874);signaling pattern recognition receptor activity (GO:0008329);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);","cytoplasmic mRNA processing body (GO:0000932);nucleus (GO:0005634);","Acetylation;Antiviral defense;Autophagy;Coiled coil;Cytoplasm;Immunity;Innate immunity;Ligase;Metal-binding;Nucleus;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger.;","AgU005564_v1.1_1103"
"AgU005591_v1.1",675,"GO:0016021 // GO:0005886 // GO:0007155","cell adhesion (GO:0007155);","No_GOMF","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Cell adhesion;Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Phosphoprotein;Pyrrolidone carboxylic acid;Reference proteome;Signal;Transmembrane;Transmembrane helix.;","AgU005591_v1.1_675"
"AgU005713_v1.1",545,"GO:0016021 // GO:0042613 // GO:0002504 // GO:0006955","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II (GO:0002504);immune response (GO:0006955);","No_GOMF","integral component of membrane (GO:0016021);MHC class II protein complex (GO:0042613);","Complete proteome;Disulfide bond;Glycoprotein;Immunity;Membrane;MHC II;Reference proteome;Signal;Transmembrane;Transmembrane helix.;","AgU005713_v1.1_545"
"AgU005899_v1.1",999,"GO:0001669 // GO:0005912 // GO:0016324 // GO:0009986 // GO:0005856 // GO:0005783 // GO:0005794 // GO:0016021 // GO:0030027 // GO:0002193 // GO:0005634 // GO:0005886 // GO:0043235 // GO:0001726 // GO:0005509 // GO:0031490 // GO:0001047 // GO:0019899 // GO:0004857 // GO:0004872 // GO:0043565 // GO:0003700 // GO:0001190 // GO:0003180 // GO:1902263 // GO:0060842 // GO:0048708 // GO:0003162 // GO:0009912 // GO:0007409 // GO:0007420 // GO:0048754 // GO:0003214 // GO:0060038 // GO:0003213 // GO:0003219 // GO:0060948 // GO:0021515 // GO:0001708 // GO:0003273 // GO:0071372 // GO:0035924 // GO:0060271 // GO:0072044 // GO:0007386 // GO:0060982 // GO:0003169 // GO:0072017 // GO:0035116 // GO:0060956 // GO:0003160 // GO:0007492 // GO:0003198 // GO:0030900 // GO:0007440 // GO:0072144 // GO:0003241 // GO:0031069 // GO:0001947 // GO:0006959 // GO:0001701 // GO:0002437 // GO:0072602 // GO:0030216 // GO:0070986 // GO:0001889 // GO:0030324 // GO:0003192 // GO:2000811 // GO:0045608 // GO:0030514 // GO:0045955 // GO:0090090 // GO:0043086 // GO:0090051 // GO:0008285 // GO:0010812 // GO:2001027 // GO:0060253 // GO:0045662 // GO:0010832 // GO:0050768 // GO:0045665 // GO:0048715 // GO:0045668 // GO:0046533 // GO:2000974 // GO:2000737 // GO:0000122 // GO:0021915 // GO:0097150 // GO:0061314 // GO:0007219 // GO:0003270 // GO:0048709 // GO:0031100 // GO:0003344 // GO:0043065 // GO:0048711 // GO:0030513 // GO:0060045 // GO:0030335 // GO:0045603 // GO:0050679 // GO:0010718 // GO:0045687 // GO:0046427 // GO:0045618 // GO:0002052 // GO:0045747 // GO:0045944 // GO:0061419 // GO:0007221 // GO:0045893 // GO:0060740 // GO:0003184 // GO:0003264 // GO:0042127 // GO:0060768 // GO:1901201 // GO:0014807 // GO:0003256 // GO:0031960 // GO:0032496 // GO:0032495 // GO:0060528 // GO:0035914 // GO:0048103 // GO:0007283 // GO:0002040 // GO:0042246 // GO:0035148 // GO:0060979 // GO:0060843 // GO:0060412 // GO:0003222","aortic valve morphogenesis (GO:0003180);apoptotic process involved in embryonic digit morphogenesis (GO:1902263);arterial endothelial cell differentiation (GO:0060842);astrocyte differentiation (GO:0048708);atrioventricular node development (GO:0003162);auditory receptor cell fate commitment (GO:0009912);axonogenesis (GO:0007409);brain development (GO:0007420);branching morphogenesis of an epithelial tube (GO:0048754);cardiac left ventricle morphogenesis (GO:0003214);cardiac muscle cell proliferation (GO:0060038);cardiac right atrium morphogenesis (GO:0003213);cardiac right ventricle formation (GO:0003219);cardiac vascular smooth muscle cell development (GO:0060948);cell differentiation in spinal cord (GO:0021515);cell fate specification (GO:0001708);cell migration involved in endocardial cushion formation (GO:0003273);cellular response to follicle-stimulating hormone stimulus (GO:0071372);cellular response to vascular endothelial growth factor stimulus (GO:0035924);cilium morphogenesis (GO:0060271);collecting duct development (GO:0072044);compartment pattern specification (GO:0007386);coronary artery morphogenesis (GO:0060982);coronary vein morphogenesis (GO:0003169);distal tubule development (GO:0072017);embryonic hindlimb morphogenesis (GO:0035116);endocardial cell differentiation (GO:0060956);endocardium morphogenesis (GO:0003160);endoderm development (GO:0007492);epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198);forebrain development (GO:0030900);foregut morphogenesis (GO:0007440);glomerular mesangial cell development (GO:0072144);growth involved in heart morphogenesis (GO:0003241);hair follicle morphogenesis (GO:0031069);heart looping (GO:0001947);humoral immune response (GO:0006959);in utero embryonic development (GO:0001701);inflammatory response to antigenic stimulus (GO:0002437);interleukin-4 secretion (GO:0072602);keratinocyte differentiation (GO:0030216);left/right axis specification (GO:0070986);liver development (GO:0001889);lung development (GO:0030324);mitral valve formation (GO:0003192);negative regulation of anoikis (GO:2000811);negative regulation of auditory receptor cell differentiation (GO:0045608);negative regulation of BMP signaling pathway (GO:0030514);negative regulation of calcium ion-dependent exocytosis (GO:0045955);negative regulation of canonical Wnt signaling pathway (GO:0090090);negative regulation of catalytic activity (GO:0043086);negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051);negative regulation of cell proliferation (GO:0008285);negative regulation of cell-substrate adhesion (GO:0010812);negative regulation of endothelial cell chemotaxis (GO:2001027);negative regulation of glial cell proliferation (GO:0060253);negative regulation of myoblast differentiation (GO:0045662);negative regulation of myotube differentiation (GO:0010832);negative regulation of neurogenesis (GO:0050768);negative regulation of neuron differentiation (GO:0045665);negative regulation of oligodendrocyte differentiation (GO:0048715);negative regulation of osteoblast differentiation (GO:0045668);negative regulation of photoreceptor cell differentiation (GO:0046533);negative regulation of pro-B cell differentiation (GO:2000974);negative regulation of stem cell differentiation (GO:2000737);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);neural tube development (GO:0021915);neuronal stem cell population maintenance (GO:0097150);Notch signaling involved in heart development (GO:0061314);Notch signaling pathway (GO:0007219);Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation (GO:0003270);oligodendrocyte differentiation (GO:0048709);organ regeneration (GO:0031100);pericardium morphogenesis (GO:0003344);positive regulation of apoptotic process (GO:0043065);positive regulation of astrocyte differentiation (GO:0048711);positive regulation of BMP signaling pathway (GO:0030513);positive regulation of cardiac muscle cell proliferation (GO:0060045);positive regulation of cell migration (GO:0030335);positive regulation of endothelial cell differentiation (GO:0045603);positive regulation of epithelial cell proliferation (GO:0050679);positive regulation of epithelial to mesenchymal transition (GO:0010718);positive regulation of glial cell differentiation (GO:0045687);positive regulation of JAK-STAT cascade (GO:0046427);positive regulation of keratinocyte differentiation (GO:0045618);positive regulation of neuroblast proliferation (GO:0002052);positive regulation of Notch signaling pathway (GO:0045747);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061419);positive regulation of transcription of Notch receptor target (GO:0007221);positive regulation of transcription, DNA-templated (GO:0045893);prostate gland epithelium morphogenesis (GO:0060740);pulmonary valve morphogenesis (GO:0003184);regulation of cardioblast proliferation (GO:0003264);regulation of cell proliferation (GO:0042127);regulation of epithelial cell proliferation involved in prostate gland development (GO:0060768);regulation of extracellular matrix assembly (GO:1901201);regulation of somitogenesis (GO:0014807);regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256);response to corticosteroid (GO:0031960);response to lipopolysaccharide (GO:0032496);response to muramyl dipeptide (GO:0032495);secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development (GO:0060528);skeletal muscle cell differentiation (GO:0035914);somatic stem cell division (GO:0048103);spermatogenesis (GO:0007283);sprouting angiogenesis (GO:0002040);tissue regeneration (GO:0042246);tube formation (GO:0035148);vasculogenesis involved in coronary vascular morphogenesis (GO:0060979);venous endothelial cell differentiation (GO:0060843);ventricular septum morphogenesis (GO:0060412);ventricular trabecula myocardium morphogenesis (GO:0003222);","calcium ion binding (GO:0005509);chromatin DNA binding (GO:0031490);core promoter binding (GO:0001047);enzyme binding (GO:0019899);enzyme inhibitor activity (GO:0004857);receptor activity (GO:0004872);sequence-specific DNA binding (GO:0043565);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190);","acrosomal vesicle (GO:0001669);adherens junction (GO:0005912);apical plasma membrane (GO:0016324);cell surface (GO:0009986);cytoskeleton (GO:0005856);endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794);integral component of membrane (GO:0016021);lamellipodium (GO:0030027);MAML1-RBP-Jkappa- ICN1 complex (GO:0002193);nucleus (GO:0005634);plasma membrane (GO:0005886);receptor complex (GO:0043235);ruffle (GO:0001726);","3D-structure;Activator;Angiogenesis;ANK repeat;Calcium;Cell membrane;Complete proteome;Developmental protein;Differentiation;Disulfide bond;EGF-like domain;Glycoprotein;Hydroxylation;Isopeptide bond;Membrane;Metal-binding;Notch signaling pathway;Nucleus;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transcription;Transcription regulation;Transmembrane;Transmembrane helix;Ubl conjugation.;","AgU005899_v1.1_999"
"AgU006129_v1.1",566,"GO:0005783 // GO:0005789 // GO:0016021 // GO:0050832 // GO:0007029 // GO:0038158 // GO:0030223 // GO:0002446 // GO:1990266 // GO:0015031 // GO:0016192","defense response to fungus (GO:0050832);endoplasmic reticulum organization (GO:0007029);granulocyte colony-stimulating factor signaling pathway (GO:0038158);neutrophil differentiation (GO:0030223);neutrophil mediated immunity (GO:0002446);neutrophil migration (GO:1990266);protein transport (GO:0015031);vesicle-mediated transport (GO:0016192);","No_GOMF","endoplasmic reticulum (GO:0005783);endoplasmic reticulum membrane (GO:0005789);integral component of membrane (GO:0016021);","Complete proteome;Endoplasmic reticulum;Immunity;Membrane;Phosphoprotein;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport.;","AgU006129_v1.1_566"
"AgU006421_v1.1",67,"GO:0009986 // GO:0005783 // GO:0005887 // GO:0016020 // GO:0005886 // GO:0030246 // GO:0004888 // GO:0007166 // GO:0050776","cell surface receptor signaling pathway (GO:0007166);regulation of immune response (GO:0050776);","carbohydrate binding (GO:0030246);transmembrane signaling receptor activity (GO:0004888);","cell surface (GO:0009986);endoplasmic reticulum (GO:0005783);integral component of plasma membrane (GO:0005887);membrane (GO:0016020);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Lectin;Membrane;Polymorphism;Receptor;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix.;","AgU006421_v1.1_67"
"AgU006427_v1.1",1010,"GO:0016021 // GO:0005886 // GO:0030246 // GO:0046872 // GO:0006954 // GO:0045087","inflammatory response (GO:0006954);innate immune response (GO:0045087);","carbohydrate binding (GO:0030246);metal ion binding (GO:0046872);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Alternative splicing;Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Lectin;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix.;","AgU006427_v1.1_1010"
"AgU006612_v1.1",93,"GO:0005737 // GO:0000932 // GO:0005829 // GO:0070062 // GO:0043231 // GO:0005654 // GO:0005634 // GO:0000502 // GO:0005839 // GO:0019773 // GO:0004175 // GO:0004298 // GO:0000186 // GO:0031145 // GO:0042590 // GO:0002479 // GO:0002474 // GO:0006915 // GO:0007411 // GO:0034641 // GO:0006977 // GO:0007173 // GO:0038095 // GO:0008543 // GO:0000082 // GO:0010467 // GO:0045087 // GO:0008286 // GO:0000165 // GO:0000278 // GO:0043066 // GO:0090090 // GO:0051436 // GO:0048011 // GO:0038061 // GO:0006595 // GO:0090263 // GO:0051437 // GO:0012501 // GO:0010499 // GO:0043161 // GO:0000209 // GO:0007265 // GO:0042981 // GO:0006521 // GO:0043488 // GO:0051439 // GO:0007264 // GO:0044281 // GO:0002223 // GO:0050852 // GO:0033209 // GO:0048010 // GO:0016032","activation of MAPKK activity (GO:0000186);anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031145);antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590);antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);apoptotic process (GO:0006915);axon guidance (GO:0007411);cellular nitrogen compound metabolic process (GO:0034641);DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977);epidermal growth factor receptor signaling pathway (GO:0007173);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);G1/S transition of mitotic cell cycle (GO:0000082);gene expression (GO:0010467);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);MAPK cascade (GO:0000165);mitotic cell cycle (GO:0000278);negative regulation of apoptotic process (GO:0043066);negative regulation of canonical Wnt signaling pathway (GO:0090090);negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436);neurotrophin TRK receptor signaling pathway (GO:0048011);NIK/NF-kappaB signaling (GO:0038061);polyamine metabolic process (GO:0006595);positive regulation of canonical Wnt signaling pathway (GO:0090263);positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437);programmed cell death (GO:0012501);proteasomal ubiquitin-independent protein catabolic process (GO:0010499);proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161);protein polyubiquitination (GO:0000209);Ras protein signal transduction (GO:0007265);regulation of apoptotic process (GO:0042981);regulation of cellular amino acid metabolic process (GO:0006521);regulation of mRNA stability (GO:0043488);regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439);small GTPase mediated signal transduction (GO:0007264);small molecule metabolic process (GO:0044281);stimulatory C-type lectin receptor signaling pathway (GO:0002223);T cell receptor signaling pathway (GO:0050852);tumor necrosis factor-mediated signaling pathway (GO:0033209);vascular endothelial growth factor receptor signaling pathway (GO:0048010);viral process (GO:0016032);","endopeptidase activity (GO:0004175);threonine-type endopeptidase activity (GO:0004298);","cytoplasm (GO:0005737);cytoplasmic mRNA processing body (GO:0000932);cytosol (GO:0005829);extracellular exosome (GO:0070062);intracellular membrane-bounded organelle (GO:0043231);nucleoplasm (GO:0005654);nucleus (GO:0005634);proteasome complex (GO:0000502);proteasome core complex (GO:0005839);proteasome core complex, alpha-subunit complex (GO:0019773);","3D-structure;Acetylation;Alternative splicing;Complete proteome;Cytoplasm;Direct protein sequencing;Host-virus interaction;Hydrolase;Nucleus;Phosphoprotein;Protease;Proteasome;Reference proteome;Threonine protease.;","AgU006612_v1.1_93"
"AgU006612_v1.1",258,"GO:0005737 // GO:0000932 // GO:0005829 // GO:0070062 // GO:0043231 // GO:0005654 // GO:0005634 // GO:0000502 // GO:0005839 // GO:0019773 // GO:0004175 // GO:0004298 // GO:0000186 // GO:0031145 // GO:0042590 // GO:0002479 // GO:0002474 // GO:0006915 // GO:0007411 // GO:0034641 // GO:0006977 // GO:0007173 // GO:0038095 // GO:0008543 // GO:0000082 // GO:0010467 // GO:0045087 // GO:0008286 // GO:0000165 // GO:0000278 // GO:0043066 // GO:0090090 // GO:0051436 // GO:0048011 // GO:0038061 // GO:0006595 // GO:0090263 // GO:0051437 // GO:0012501 // GO:0010499 // GO:0043161 // GO:0000209 // GO:0007265 // GO:0042981 // GO:0006521 // GO:0043488 // GO:0051439 // GO:0007264 // GO:0044281 // GO:0002223 // GO:0050852 // GO:0033209 // GO:0048010 // GO:0016032","activation of MAPKK activity (GO:0000186);anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031145);antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590);antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);apoptotic process (GO:0006915);axon guidance (GO:0007411);cellular nitrogen compound metabolic process (GO:0034641);DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977);epidermal growth factor receptor signaling pathway (GO:0007173);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);G1/S transition of mitotic cell cycle (GO:0000082);gene expression (GO:0010467);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);MAPK cascade (GO:0000165);mitotic cell cycle (GO:0000278);negative regulation of apoptotic process (GO:0043066);negative regulation of canonical Wnt signaling pathway (GO:0090090);negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436);neurotrophin TRK receptor signaling pathway (GO:0048011);NIK/NF-kappaB signaling (GO:0038061);polyamine metabolic process (GO:0006595);positive regulation of canonical Wnt signaling pathway (GO:0090263);positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437);programmed cell death (GO:0012501);proteasomal ubiquitin-independent protein catabolic process (GO:0010499);proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161);protein polyubiquitination (GO:0000209);Ras protein signal transduction (GO:0007265);regulation of apoptotic process (GO:0042981);regulation of cellular amino acid metabolic process (GO:0006521);regulation of mRNA stability (GO:0043488);regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439);small GTPase mediated signal transduction (GO:0007264);small molecule metabolic process (GO:0044281);stimulatory C-type lectin receptor signaling pathway (GO:0002223);T cell receptor signaling pathway (GO:0050852);tumor necrosis factor-mediated signaling pathway (GO:0033209);vascular endothelial growth factor receptor signaling pathway (GO:0048010);viral process (GO:0016032);","endopeptidase activity (GO:0004175);threonine-type endopeptidase activity (GO:0004298);","cytoplasm (GO:0005737);cytoplasmic mRNA processing body (GO:0000932);cytosol (GO:0005829);extracellular exosome (GO:0070062);intracellular membrane-bounded organelle (GO:0043231);nucleoplasm (GO:0005654);nucleus (GO:0005634);proteasome complex (GO:0000502);proteasome core complex (GO:0005839);proteasome core complex, alpha-subunit complex (GO:0019773);","3D-structure;Acetylation;Alternative splicing;Complete proteome;Cytoplasm;Direct protein sequencing;Host-virus interaction;Hydrolase;Nucleus;Phosphoprotein;Protease;Proteasome;Reference proteome;Threonine protease.;","AgU006612_v1.1_258"
