ContigName	GO
AgU009064_v1.1	GO:0005759, GO:0005739, GO:0005506, GO:0031418, GO:0016702, GO:0050353, GO:0009083, GO:0045329, GO:0034641, GO:0051354, GO:0055114, GO:0044281
AgU009065_v1.1	GO:0004519, GO:0046872, GO:0003964, GO:0006310
AgU009066_v1.1	GO:0005814, GO:0097539, GO:0005829, GO:0005794, GO:0042384, GO:0006996, GO:0071539, GO:0048278
AgU009067_v1.1	GO:0005794, GO:0016020, GO:0005634, GO:0005524, GO:0043140, GO:0044822, GO:0008565, GO:0008283, GO:0006307, GO:0032508, GO:0031204, GO:0006355, GO:0006351
AgU009068_v1.1	GO:0016021, GO:0015299
AgU009069_v1.1	GO:0016021, GO:0005886, GO:0005385, GO:0006882, GO:0002903, GO:0030890, GO:0050861, GO:1903615, GO:0055085, GO:0071578
AgU009070_v1.1	GO:0005737, GO:0005829, GO:0070062, GO:0001520, GO:0005886, GO:0036126, GO:0004017, GO:0005524, GO:0004550, GO:0006172, GO:0046033, GO:0046034, GO:0007050, GO:0015949, GO:0055086, GO:0006165, GO:0009142, GO:0044281
AgU009071_v1.1	No_GO
AgU009072_v1.1	GO:0005759, GO:0005739, GO:0006121, GO:0018293
AgU009073_v1.1	No_GO
AgU009074_v1.1	No_GOcodes
AgU009075_v1.1	GO:0005923, GO:0009986, GO:0016021, GO:0043005, GO:0043025, GO:0005886, GO:0030165, GO:0050767, GO:0016337
AgU009076_v1.1	GO:0005604, GO:0005587, GO:0005783, GO:0005788, GO:0005576, GO:0043231, GO:0005201, GO:0005178, GO:0008191, GO:0005198, GO:0006919, GO:0007411, GO:0008015, GO:0007155, GO:0008283, GO:0007166, GO:0030574, GO:0072577, GO:0022617, GO:0030198, GO:0032836, GO:0016525, GO:0008285, GO:0010951, GO:0007605
AgU009077_v1.1	No_GO
AgU009078_v1.1	GO:0030125, GO:0005905, GO:0005886, GO:0006897, GO:0015031
AgU009079_v1.1	GO:0016021, GO:0030670, GO:0005886, GO:0004888, GO:0042496, GO:0006954, GO:0045087, GO:0002755, GO:0045410, GO:0050707, GO:0042088, GO:0034150
AgU009080_v1.1	GO:0008270
AgU009081_v1.1	GO:0046872, GO:0003964
AgU009082_v1.1	GO:0005654, GO:0003677, GO:0031151, GO:0018024, GO:0008134, GO:0006325, GO:0006342, GO:0051726, GO:0046425, GO:2000677
AgU009083_v1.1	GO:0000139, GO:0016021, GO:0005739, GO:0050428, GO:0050427, GO:0005975, GO:0030203, GO:0098779, GO:0002230, GO:0044281, GO:0055085, GO:0006805, GO:0098792
AgU009084_v1.1	No_GO
AgU009085_v1.1	GO:0016020, GO:0032301, GO:0032302, GO:0000228, GO:0000784, GO:0005654, GO:0005524, GO:0019237, GO:0003684, GO:0003677, GO:0008094, GO:0000406, GO:0019899, GO:0032137, GO:0000404, GO:0008022, GO:0042803, GO:0019901, GO:0000403, GO:0030183, GO:0019724, GO:0007050, GO:0008340, GO:0006281, GO:0006302, GO:0007281, GO:0001701, GO:0031573, GO:0042771, GO:0045190, GO:0043570, GO:0008584, GO:0006311, GO:0000710, GO:0006298, GO:0045910, GO:0043524, GO:0045128, GO:0006119, GO:0051096, GO:0006301, GO:0007131, GO:0010224, GO:0010165, GO:0016446, GO:0016447
AgU009086_v1.1	GO:0008180, GO:0005737, GO:0005634, GO:1903507, GO:0000122, GO:0030182
AgU009087_v1.1	No_GOcodes
AgU009088_v1.1	GO:0005783, GO:0070062, GO:0004382, GO:0045134, GO:0051084, GO:0046034, GO:0016049, GO:0008283, GO:0045821, GO:0006487, GO:0014066
AgU009089_v1.1	GO:0005737, GO:0005654, GO:0005634, GO:0017053, GO:0042826, GO:0035939, GO:0001102, GO:0043565, GO:0000988, GO:0000983, GO:0003700, GO:0008134, GO:0009948, GO:0060842, GO:0035910, GO:0060413, GO:0060317, GO:0003214, GO:0014898, GO:0003215, GO:0060411, GO:0060948, GO:0003208, GO:0045165, GO:0090102, GO:0060977, GO:0035912, GO:0003199, GO:0060347, GO:0060716, GO:0014031, GO:0003150, GO:0010667, GO:2000723, GO:0010629, GO:0045746, GO:0010621, GO:0000122, GO:2000820, GO:0060633, GO:2000678, GO:0045892, GO:0061314, GO:0007219, GO:0003151, GO:0060045, GO:0010460, GO:0045944, GO:0065004, GO:0061156, GO:0003184, GO:0045607, GO:2001212, GO:0051145, GO:0006351, GO:0003195, GO:0003186, GO:0036304, GO:0097084, GO:0001570, GO:0055015, GO:0060412, GO:0003222
AgU009090_v1.1	GO:0005829, GO:0005089, GO:0007596, GO:0007264
AgU009091_v1.1	GO:0005737, GO:0005856, GO:0005615, GO:0005925, GO:0003779, GO:0003677, GO:0004721, GO:0004725, GO:0008138, GO:0030036, GO:0006470, GO:0008064, GO:0050770, GO:0010591
AgU009092_v1.1	GO:0005737, GO:0005634, GO:0046872, GO:0004784, GO:0072593, GO:0019430
AgU009093_v1.1	GO:0005576
AgU009094_v1.1	No_GO
AgU009095_v1.1	GO:0005576, GO:0005634, GO:0005886, GO:0030141, GO:0008437, GO:0007628, GO:0007267, GO:0042755, GO:0001692, GO:0009755, GO:2000252, GO:0014050, GO:0014054, GO:0032024, GO:0009409, GO:0051412, GO:0045471, GO:0009749, GO:0001666, GO:0007165
AgU009096_v1.1	No_GO
AgU009097_v1.1	GO:0005737, GO:0005654, GO:0044822, GO:0051001
AgU009098_v1.1	GO:0005615, GO:0005578, GO:0004222, GO:0008270, GO:0030574, GO:0050900, GO:0001503, GO:0006508
AgU009099_v1.1	No_GO
AgU009100_v1.1	GO:0071013, GO:0005737, GO:0016020, GO:0005654, GO:0030529, GO:0000166, GO:0044822, GO:0097157, GO:0043047, GO:0006397, GO:0048025, GO:0000122, GO:0008380, GO:0050658
AgU009101_v1.1	GO:0005680, GO:0051301, GO:0007067, GO:0070979
AgU009102_v1.1	GO:0005737, GO:0005829, GO:0031235, GO:0005096, GO:0000186, GO:0007411, GO:0007173, GO:0038095, GO:0008543, GO:0045087, GO:0008286, GO:0000165, GO:0046580, GO:0048011, GO:0043547, GO:0007265, GO:0007165, GO:0007264, GO:0048010
AgU009103_v1.1	GO:0007165
AgU009104_v1.1	GO:0005783, GO:0004128, GO:0020037, GO:0046872
AgU009105_v1.1	GO:0030121, GO:0010008, GO:0005794, GO:0000139, GO:0005798, GO:0016020, GO:0030133, GO:0008565, GO:0006886, GO:0061024, GO:0006892, GO:0016192, GO:0016032
AgU009106_v1.1	GO:0005736, GO:0015630, GO:0005730, GO:0005654, GO:0005634, GO:0003899, GO:0010467, GO:0045814, GO:0040029, GO:0006363, GO:0006362, GO:0006360, GO:0006361
AgU009107_v1.1	GO:0005634, GO:0000981, GO:0003713, GO:0006357
AgU009108_v1.1	GO:0005737, GO:0015630, GO:0031122, GO:0007020, GO:0031116
AgU009109_v1.1	No_GO
AgU009110_v1.1	GO:0005759, GO:0005739, GO:0004222, GO:0008270, GO:0016485, GO:0006508
AgU009111_v1.1	GO:0005737, GO:0016020, GO:0005654, GO:0005634, GO:0050681, GO:0001047, GO:0051213, GO:0005506, GO:0003700, GO:0000976, GO:0030521, GO:0006325, GO:0046293, GO:0033169, GO:0036123, GO:0009755, GO:0051573, GO:0045944, GO:0045893, GO:0007290, GO:0006351
AgU009112_v1.1	GO:0005737, GO:0005634, GO:0003677, GO:0046982, GO:0042803, GO:0000977, GO:0003700, GO:0008134, GO:0001227, GO:0006112, GO:0000122, GO:0045892, GO:0006913, GO:0031325, GO:0006355, GO:0044281, GO:0006351
AgU009113_v1.1	No_GO
AgU009114_v1.1	GO:0005737, GO:0016234, GO:0008199, GO:0050113, GO:0016701, GO:0009992, GO:0019310, GO:0048016, GO:0061024
AgU009115_v1.1	GO:0004020, GO:0005524, GO:0016779, GO:0004781, GO:0050428, GO:0007596, GO:0060348, GO:0000103
AgU009116_v1.1	No_GO
AgU009117_v1.1	No_GO
AgU009118_v1.1	GO:0005737, GO:0000932, GO:0005829, GO:0043231, GO:0016020, GO:0005654, GO:0005634, GO:0043928, GO:0010467, GO:0000288
AgU009119_v1.1	GO:0030136, GO:0005905, GO:0005794, GO:0016020, GO:0097418, GO:0043025, GO:0005634, GO:0048471, GO:0045211, GO:0042734, GO:0031982, GO:0005545, GO:0035615, GO:0030276, GO:0032050, GO:0007409, GO:0035459, GO:0008283, GO:0048268, GO:0072583, GO:0048813, GO:0016197, GO:0030097, GO:0055072, GO:0097459, GO:0010629, GO:1902963, GO:0048261, GO:1902961, GO:1902004, GO:1901216, GO:0045893, GO:0006461, GO:0031623, GO:0006898, GO:1902959, GO:0030100, GO:0032880, GO:0016188, GO:0016192
AgU009120_v1.1	GO:0005737, GO:0005769, GO:0005739, GO:0005634, GO:0008333, GO:0006493, GO:0006605, GO:0006357
AgU009121_v1.1	No_GO
AgU009122_v1.1	GO:0005912, GO:0043296, GO:0045177, GO:0016324, GO:0016327, GO:0016323, GO:0005923, GO:0030054, GO:0009986, GO:0005913, GO:0005911, GO:0005737, GO:0005921, GO:0031674, GO:0014704, GO:0046581, GO:0016020, GO:0005634, GO:0005886, GO:0019904, GO:0001825, GO:0090557, GO:0007605
AgU009123_v1.1	No_GO
AgU009124_v1.1	GO:0005737, GO:0045171, GO:0005654, GO:0005634, GO:0003677, GO:0003712, GO:0003700, GO:0045944, GO:0007265, GO:0006357, GO:0006351
AgU009125_v1.1	GO:0005783, GO:0016020, GO:0005578
AgU009126_v1.1	GO:0005829, GO:0005634, GO:0016874, GO:0061630, GO:0045087, GO:0002755, GO:0032088, GO:0042130, GO:0030890, GO:0001819, GO:0043123, GO:0031398, GO:0034141, GO:0034145, GO:0070936, GO:0043331, GO:0032496, GO:0008063, GO:0034166, GO:0034134, GO:0034142, GO:0034146, GO:0034162, GO:0002224, GO:0038123, GO:0038124
AgU009127_v1.1	No_GO
AgU009128_v1.1	No_GO
AgU009129_v1.1	GO:0009986, GO:0005829, GO:0048408, GO:0004222, GO:0008270, GO:0016477, GO:0008283, GO:0007528, GO:0051044, GO:0016485, GO:0006508, GO:0052548
AgU009130_v1.1	GO:0005769, GO:0035726, GO:0034058, GO:0002244, GO:0042176, GO:0048536, GO:0017145
AgU009131_v1.1	No_GOcodes
AgU009132_v1.1	No_GO
AgU009133_v1.1	No_GO
AgU009134_v1.1	GO:0031463, GO:0005737, GO:0005654, GO:0036038, GO:0043161, GO:0051260, GO:0016567
AgU009135_v1.1	No_GO
AgU009136_v1.1	GO:0005737, GO:0005856, GO:0005829, GO:0043234, GO:0031982, GO:0005524, GO:0050700, GO:0030274, GO:0004715, GO:0042803, GO:0004674, GO:0005102, GO:0004871, GO:0000187, GO:0002250, GO:0006915, GO:0071223, GO:0071225, GO:0071224, GO:0050830, GO:0007249, GO:0006954, GO:0045087, GO:0007254, GO:0031663, GO:0002755, GO:0002756, GO:0043066, GO:0048011, GO:0035872, GO:0070427, GO:0070431, GO:0070423, GO:0046641, GO:0043065, GO:0032722, GO:0001961, GO:0070374, GO:0043123, GO:0033091, GO:0032727, GO:0032728, GO:0032729, GO:0032735, GO:0032743, GO:0032755, GO:0046330, GO:0051092, GO:0033138, GO:0010800, GO:0050731, GO:0031398, GO:0045627, GO:0045944, GO:0032760, GO:0043330, GO:0070555, GO:0070671, GO:0070673, GO:0007165, GO:0051403, GO:0042098, GO:0050852, GO:0034166, GO:0034134, GO:0034138, GO:0034142, GO:0034146, GO:0034162, GO:0002224, GO:0038123, GO:0038124, GO:0035666
AgU009137_v1.1	No_GO
AgU009138_v1.1	No_GO
AgU009139_v1.1	GO:0070062, GO:0005802, GO:0005086, GO:0006895, GO:0043547, GO:0015031, GO:0016192
AgU009140_v1.1	GO:0000177, GO:0000175, GO:0003723, GO:0016075
AgU009141_v1.1	No_GO
AgU009142_v1.1	GO:0003677, GO:0046872
AgU009143_v1.1	GO:0005802, GO:0000151, GO:0005086, GO:0043547, GO:0032012, GO:0006511, GO:0016192
AgU009144_v1.1	No_GO
AgU009145_v1.1	GO:0016021, GO:0060009, GO:0007286
AgU009146_v1.1	GO:0005814
AgU009147_v1.1	No_GO
AgU009148_v1.1	GO:0016021
AgU009149_v1.1	No_GO
AgU009150_v1.1	GO:0005737, GO:0005739, GO:0005654, GO:0005634, GO:0051747, GO:0043734, GO:0008198, GO:0031418, GO:0008283, GO:0006307, GO:0006281, GO:0035552
AgU009151_v1.1	GO:0005737, GO:0016021, GO:0005811, GO:0005525
AgU009152_v1.1	No_GO
AgU009153_v1.1	No_GO
AgU009154_v1.1	GO:0008043, GO:0008199, GO:0005506, GO:0006879, GO:0006826
AgU009155_v1.1	GO:0005925, GO:0016021
AgU009156_v1.1	No_GO
AgU009157_v1.1	No_GO
AgU009158_v1.1	No_GO
AgU009159_v1.1	No_GO
AgU009160_v1.1	GO:0005737, GO:0005829, GO:0070062, GO:0005654, GO:0000502, GO:0005839, GO:1990111, GO:0004175, GO:0004298, GO:0000186, GO:0031145, GO:0042590, GO:0002479, GO:0002474, GO:0006915, GO:0007411, GO:0034641, GO:0006977, GO:0007173, GO:0038095, GO:0008543, GO:0000082, GO:0010467, GO:0045087, GO:0008286, GO:0000165, GO:0000278, GO:0043066, GO:0090090, GO:0051436, GO:0048011, GO:0038061, GO:0006595, GO:0090263, GO:0051437, GO:0012501, GO:0010499, GO:0043161, GO:0000209, GO:0007265, GO:0042981, GO:0006521, GO:0043488, GO:0051439, GO:0007264, GO:0044281, GO:0002223, GO:0050852, GO:0033209, GO:0048010, GO:0016032
AgU009161_v1.1	No_GO
AgU009163_v1.1	GO:0070062, GO:0019898, GO:0043231, GO:0031902, GO:0030496, GO:0035091, GO:0019904, GO:0042803, GO:0000920, GO:0000281, GO:0032091, GO:0006810
AgU009165_v1.1	GO:0005901, GO:0010008, GO:0070062, GO:0005899, GO:0005887, GO:0043231, GO:0016020, GO:0005886, GO:0043235, GO:0005524, GO:0005525, GO:0043559, GO:0043560, GO:0005009, GO:0031994, GO:0031995, GO:0005159, GO:0043548, GO:0004713, GO:0051425, GO:0004716, GO:0000187, GO:0032147, GO:0032148, GO:0030325, GO:0005975, GO:0071363, GO:0032869, GO:0008544, GO:0031017, GO:0007186, GO:0042593, GO:0003007, GO:0008286, GO:0008584, GO:0030238, GO:0038083, GO:0018108, GO:0030335, GO:0008284, GO:0048639, GO:0045740, GO:0046326, GO:0045725, GO:0045821, GO:0043410, GO:0051446, GO:0045840, GO:0045429, GO:0051897, GO:0001934, GO:0060267, GO:0045893, GO:0046777, GO:0051290, GO:0045995, GO:2000194, GO:0006355, GO:0023014, GO:0019087
AgU009166_v1.1	No_GO
AgU009167_v1.1	GO:0005829, GO:0070062, GO:0030731, GO:0008168, GO:0034641, GO:0006601, GO:0006600, GO:1990402, GO:0006936, GO:0009887, GO:0006595, GO:0040014, GO:0046498, GO:0046500, GO:0044281, GO:0007283
AgU009168_v1.1	No_GO
AgU009169_v1.1	GO:0005737, GO:0005829, GO:0005783, GO:0044822, GO:0008637, GO:0035457, GO:0019221, GO:0051607, GO:0032091, GO:0043065, GO:0009615, GO:0060337
AgU009170_v1.1	GO:0016324, GO:0005900, GO:0019838, GO:0004924, GO:0038165, GO:0002675, GO:0008284, GO:0034097
AgU009171_v1.1	GO:0016021
AgU009172_v1.1	GO:0044822
AgU009173_v1.1	No_GO
AgU009174_v1.1	GO:0005813, GO:0031463, GO:0005737, GO:0005827, GO:0051301, GO:0035853, GO:0007067, GO:0016567, GO:0042787, GO:0032465
AgU009175_v1.1	No_GO
AgU009176_v1.1	No_GO
AgU009177_v1.1	GO:0005634, GO:0031519, GO:0008022, GO:0008270, GO:0035518, GO:0006355, GO:0006351
AgU009178_v1.1	GO:0005737, GO:0016787, GO:0044822, GO:0030515
AgU009179_v1.1	No_GO
AgU009180_v1.1	No_GOcodes
AgU009181_v1.1	No_GO
AgU009182_v1.1	GO:0005737, GO:0005815, GO:0005634, GO:0005524, GO:0004674, GO:0004713
AgU009183_v1.1	No_GO
AgU009184_v1.1	No_GO
AgU009185_v1.1	GO:0005634, GO:0003682, GO:0070577, GO:0016568, GO:0006357, GO:0006351
AgU009186_v1.1	GO:0005737, GO:0005783, GO:0005634, GO:0046872
AgU009187_v1.1	GO:0005737, GO:0035870, GO:0036220, GO:0046872, GO:0000166, GO:0036222, GO:0051276, GO:0009204, GO:0006193
AgU009188_v1.1	GO:0000790, GO:0005634, GO:0005524, GO:0003677, GO:0030261, GO:0007275, GO:0035092, GO:0007290
AgU009189_v1.1	No_GOcodes
AgU009190_v1.1	GO:0015630, GO:0003677, GO:0046872
AgU009191_v1.1	No_GO
AgU009192_v1.1	GO:0005509, GO:0000287, GO:0004647, GO:0016311, GO:0006564, GO:0006563
AgU009193_v1.1	No_GO
AgU009194_v1.1	GO:0031672, GO:0042641, GO:0005671, GO:0005829, GO:0031674, GO:0000776, GO:0000790, GO:0005654, GO:0005634, GO:0000125, GO:0016407, GO:0003682, GO:0004861, GO:0004402, GO:0042826, GO:0004468, GO:0032403, GO:0019901, GO:0000977, GO:0003713, GO:0003712, GO:0008134, GO:0007050, GO:0032869, GO:0034599, GO:0071374, GO:0006325, GO:0006338, GO:0010467, GO:0043966, GO:0043970, GO:0018393, GO:0007613, GO:0018076, GO:0008285, GO:0045736, GO:0007219, GO:0018394, GO:0035563, GO:0035948, GO:0071442, GO:2000617, GO:0010976, GO:0045944, GO:0045909, GO:0006473, GO:0010835, GO:0048511, GO:0006360, GO:0006361, GO:0006367, GO:0016032
AgU009195_v1.1	No_GO
AgU009196_v1.1	GO:0015629, GO:0005826, GO:0005938, GO:0042995, GO:0009986, GO:0060170, GO:0035869, GO:0032154, GO:0000777, GO:0005737, GO:0000145, GO:0070062, GO:0015630, GO:0030496, GO:0043209, GO:0005730, GO:0005654, GO:0005634, GO:0048471, GO:0005886, GO:0005876, GO:0045202, GO:0030234, GO:0005525, GO:0003924, GO:0042802, GO:0032947, GO:0042384, GO:0000910, GO:0007067, GO:0031175, GO:0051258, GO:0050790, GO:0002036, GO:0032880, GO:0007224
AgU009197_v1.1	No_GO
AgU009198_v1.1	GO:0005635, GO:0031965, GO:0005643, GO:0043234, GO:0005487, GO:0051028, GO:0006913, GO:0051291, GO:0051290, GO:0070208, GO:0051260, GO:0006605, GO:0042306
AgU009199_v1.1	No_GO
AgU009200_v1.1	No_GO
AgU009201_v1.1	GO:0004519, GO:0046872, GO:0003964, GO:0006310
AgU009202_v1.1	No_GO
AgU009203_v1.1	GO:0031466, GO:0005829, GO:0005634, GO:0005886, GO:0005262, GO:0004872, GO:0031625, GO:0070588, GO:0007050, GO:0008283, GO:0021799, GO:0051480, GO:0000082, GO:0097193, GO:0008285, GO:0042787, GO:0021942, GO:0006970, GO:0016032
AgU009204_v1.1	GO:0005737, GO:0005829, GO:0005634, GO:0005524, GO:0046872, GO:0044822, GO:0046983, GO:0004672, GO:0004674, GO:0000724, GO:0010467, GO:0006406, GO:0000184, GO:0018105, GO:0046854, GO:0046777, GO:0006950
AgU009205_v1.1	GO:0005922, GO:0005737, GO:0016021, GO:0007154
AgU009206_v1.1	No_GO
AgU009207_v1.1	No_GO
AgU009208_v1.1	No_GO
AgU009209_v1.1	GO:0016787
AgU009210_v1.1	No_GO
AgU009211_v1.1	GO:0005776, GO:0031410, GO:0005829, GO:0005096, GO:0006914, GO:0015031, GO:0042147
AgU009212_v1.1	No_GO
AgU009213_v1.1	GO:0005634, GO:0003677, GO:0046872, GO:0006355, GO:0006351
AgU009214_v1.1	No_GO
AgU009215_v1.1	GO:0046872, GO:0003964, GO:0009036, GO:0006310, GO:0090305, GO:0032199, GO:0032197
AgU009216_v1.1	GO:0005622, GO:0005524, GO:0004709, GO:0046872, GO:0000186, GO:0000165
AgU009217_v1.1	GO:0005737, GO:0005768, GO:0016020, GO:0005815, GO:0030496, GO:0000922, GO:0005802, GO:0004869, GO:0016874, GO:0061631, GO:0004842, GO:0006915, GO:0051301, GO:0060711, GO:0007067, GO:0043066, GO:0010951, GO:2001237, GO:0001890, GO:0008284, GO:0016567, GO:0042127, GO:0032465, GO:0009966, GO:0060712
AgU009218_v1.1	No_GO
AgU009219_v1.1	GO:0005814, GO:0005874, GO:0005654, GO:0005525, GO:0003924, GO:0005200, GO:0030154, GO:0007017, GO:0007275, GO:0051258, GO:0007283
AgU009220_v1.1	No_GO
AgU009221_v1.1	GO:0005737, GO:0005634, GO:0000975, GO:0003700, GO:0000122, GO:0045893, GO:0007165, GO:0006351
AgU009222_v1.1	GO:0044822
AgU009223_v1.1	GO:0000777, GO:0005829, GO:0016020, GO:0005635, GO:0031965, GO:0005643, GO:0031080, GO:0005487, GO:0005975, GO:0044267, GO:0034605, GO:0019221, GO:0010467, GO:0031047, GO:0015758, GO:0008645, GO:0000278, GO:0007077, GO:0019048, GO:0019054, GO:0006406, GO:0006999, GO:0048339, GO:0043687, GO:0016925, GO:0015031, GO:1900034, GO:0010827, GO:0007264, GO:0044281, GO:0055085, GO:0008033, GO:0019058, GO:0016032, GO:0019083
AgU009224_v1.1	GO:0005783, GO:0005789, GO:0070062, GO:0016021, GO:0016020, GO:0015926, GO:0004573, GO:0044267, GO:0043687, GO:0006457, GO:0006487, GO:0018279
AgU009225_v1.1	GO:0012505, GO:0016021, GO:0006810
AgU009226_v1.1	GO:0005730, GO:0003676, GO:0008270
AgU009227_v1.1	GO:0005813, GO:0005737, GO:0010494, GO:0005654, GO:0005634, GO:0003725, GO:0046872, GO:0044822, GO:0003723, GO:0000380, GO:0030326, GO:0001701, GO:0006376, GO:0045445, GO:0007399, GO:0000381, GO:0043484, GO:0008380, GO:0007519
AgU009228_v1.1	GO:0005783, GO:0005794, GO:0016021, GO:0016409, GO:0019706, GO:0008270, GO:0018230, GO:0018345, GO:0006612
AgU009229_v1.1	GO:0005788, GO:0046872, GO:0016491, GO:0044267, GO:0006687, GO:0043687, GO:0044281, GO:0006665
AgU009230_v1.1	No_GO
AgU009231_v1.1	No_GO
AgU009232_v1.1	No_GO
AgU009233_v1.1	No_GO
AgU009234_v1.1	No_GO
AgU009235_v1.1	GO:0070062, GO:0009331, GO:0005739, GO:0004367, GO:0051287, GO:0071320, GO:0071356, GO:0006094, GO:0046168, GO:0006127, GO:0045821
AgU009236_v1.1	GO:0005829, GO:0070062, GO:0016020, GO:0005654, GO:0008537, GO:0000502, GO:0061133, GO:0000186, GO:0031145, GO:0042590, GO:0002479, GO:0002474, GO:0006915, GO:0007411, GO:0034641, GO:0006977, GO:0007173, GO:0038095, GO:0008543, GO:0000082, GO:0010467, GO:0045087, GO:0008286, GO:0000165, GO:0000278, GO:0043066, GO:0090090, GO:0051436, GO:0048011, GO:0038061, GO:0006595, GO:0090263, GO:0010950, GO:0051437, GO:0012501, GO:0000209, GO:0007265, GO:0042981, GO:0006521, GO:0043488, GO:0061136, GO:0051439, GO:0007264, GO:0044281, GO:0002223, GO:0050852, GO:0033209, GO:0048010, GO:0016032
AgU009237_v1.1	No_GO
AgU009238_v1.1	GO:0005759, GO:0005967, GO:0005739, GO:0005524, GO:0004672, GO:0004740, GO:0008283, GO:0044237, GO:0006006, GO:0097411, GO:0008631, GO:0098779, GO:0006468, GO:0006090, GO:0010510, GO:0010906, GO:0044281
AgU009239_v1.1	GO:0070062
AgU009240_v1.1	No_GO
AgU009241_v1.1	No_GO
AgU009242_v1.1	GO:0016021, GO:0005886, GO:0043235, GO:0004930
AgU009243_v1.1	No_GO
AgU009244_v1.1	GO:0042995, GO:0005737, GO:0016020, GO:0043025, GO:0005654, GO:0005634, GO:0003677, GO:0003700, GO:0016525, GO:0007165, GO:0006366, GO:0006367, GO:0014886
AgU009245_v1.1	No_GO
AgU009246_v1.1	No_GO
AgU009247_v1.1	No_GO
AgU009248_v1.1	GO:0005929, GO:0005737, GO:0005856, GO:0030991, GO:0031514, GO:0031513, GO:0005654, GO:0032391, GO:0000902, GO:0060830, GO:0042384, GO:0060271, GO:0055123, GO:0042471, GO:0031076, GO:0048701, GO:0030326, GO:0008406, GO:0001701, GO:0035721, GO:0061055, GO:0050877, GO:0061512, GO:0007224, GO:0060831
AgU009249_v1.1	No_GOcodes
AgU009250_v1.1	No_GO
AgU009251_v1.1	GO:0070062, GO:0005615, GO:0005578, GO:0004871, GO:0001525, GO:0031214, GO:0006954, GO:0030502, GO:0001960, GO:0010466, GO:0001503, GO:0045766, GO:0001938, GO:0043123, GO:2000404, GO:0006357, GO:0002828
AgU009252_v1.1	No_GO
AgU009253_v1.1	GO:0071339, GO:0005669, GO:0005524, GO:0003677, GO:0004402, GO:0004674, GO:0007049, GO:0006352, GO:0016573, GO:0045944, GO:0006468
AgU009254_v1.1	No_GO
AgU009255_v1.1	GO:0005759, GO:0005524, GO:0047760, GO:0015645, GO:0046872, GO:0006633
AgU009256_v1.1	GO:0005737, GO:0005815, GO:0005730, GO:0005654, GO:0004860, GO:0003723, GO:0006281, GO:0043066, GO:1904030, GO:0044387, GO:1902751, GO:0008284, GO:0045893, GO:0045727, GO:0046599, GO:0060735, GO:0032071, GO:0060699
AgU009257_v1.1	No_GO
AgU009258_v1.1	GO:0005856, GO:0032982, GO:0005200, GO:0007155, GO:0006936
AgU009259_v1.1	GO:0000139, GO:0016021, GO:0050656, GO:0050659, GO:0019319
AgU009260_v1.1	GO:0005829, GO:0022627, GO:0070062, GO:0005925, GO:0016020, GO:0030529, GO:0003729, GO:0044822, GO:0003723, GO:0019843, GO:0003735, GO:0044267, GO:0010467, GO:0000184, GO:0006450, GO:0000028, GO:0006614, GO:0006412, GO:0006414, GO:0006413, GO:0006415, GO:0019058, GO:0016032, GO:0019083
AgU009261_v1.1	GO:0005737, GO:0070062, GO:0005730, GO:0005654, GO:0005634, GO:0016787, GO:0042127
AgU009262_v1.1	GO:0005829, GO:0005634, GO:0008253, GO:0000287, GO:0000166, GO:0016311, GO:0055086, GO:0006144, GO:0006195, GO:0044281
AgU009263_v1.1	GO:0071944, GO:0009897, GO:0016021, GO:0005886, GO:0005509, GO:0004930, GO:0002250, GO:0007166
AgU009264_v1.1	No_GOcodes
AgU009265_v1.1	No_GO
AgU009266_v1.1	GO:0005829, GO:0016021, GO:0005886, GO:0015054, GO:0008284, GO:0007204
AgU009267_v1.1	No_GO
AgU009268_v1.1	No_GO
AgU009269_v1.1	No_GO
AgU009270_v1.1	GO:0016021, GO:0004896
AgU009271_v1.1	GO:0005794, GO:0005634, GO:0048471, GO:0043234, GO:0005524, GO:0003677, GO:0004386, GO:0004402, GO:0003713, GO:0016573, GO:0006357, GO:0006351, GO:0016032
AgU009272_v1.1	GO:0016021, GO:0031965, GO:0005730, GO:0044822
AgU009273_v1.1	GO:0000124, GO:0070461, GO:0003712, GO:0006914, GO:0006325, GO:0007369, GO:0035948
AgU009274_v1.1	GO:0005829, GO:0000791, GO:0000792, GO:0005730, GO:0005634, GO:0030688, GO:0044822, GO:0010923, GO:0006364
AgU009275_v1.1	No_GO
AgU009276_v1.1	GO:0005622, GO:0003676, GO:0006355
AgU009277_v1.1	GO:0016323, GO:0016021, GO:0015075, GO:0009636
AgU009278_v1.1	No_GO
AgU009279_v1.1	GO:0070062
AgU009280_v1.1	GO:0005737, GO:0005815, GO:0016607, GO:0005634, GO:0003714, GO:0003705, GO:0003700, GO:0006397, GO:0045892, GO:0006357, GO:0008380, GO:0006351
AgU009281_v1.1	GO:0005794, GO:0016021, GO:0016757, GO:0000271
AgU009282_v1.1	No_GO
AgU009283_v1.1	GO:0005739, GO:0047305, GO:0008453, GO:0030170
AgU009284_v1.1	GO:0005737, GO:0048471, GO:0016874, GO:0061630, GO:0004842, GO:0043161, GO:0016567
AgU009285_v1.1	GO:0030131, GO:0005905, GO:0005886, GO:0008289, GO:0032403, GO:0008565, GO:0006897, GO:0006886
AgU009286_v1.1	No_GOcodes
