"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"AgU003551_v1.1",172,"GO:0031362 // GO:0009897 // GO:0005576 // GO:0046696 // GO:0071222 // GO:0006954 // GO:0045087 // GO:0031663 // GO:0032729 // GO:0032760 // GO:0009617 // GO:0034142","cellular response to lipopolysaccharide (GO:0071222);inflammatory response (GO:0006954);innate immune response (GO:0045087);lipopolysaccharide-mediated signaling pathway (GO:0031663);positive regulation of interferon-gamma production (GO:0032729);positive regulation of tumor necrosis factor production (GO:0032760);response to bacterium (GO:0009617);toll-like receptor 4 signaling pathway (GO:0034142);","No_GOMF","anchored component of external side of plasma membrane (GO:0031362);external side of plasma membrane (GO:0009897);extracellular region (GO:0005576);lipopolysaccharide receptor complex (GO:0046696);","Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;GPI-anchor;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Lipoprotein;Membrane;Reference proteome;Repeat;Secreted;Signal.;"
"AgU003552_v1.1",746,"GO:0005622 // GO:0005654 // GO:0005634 // GO:0005886 // GO:0032567 // GO:0008832 // GO:0003676 // GO:0003723 // GO:0008270 // GO:0019221 // GO:0046061 // GO:0051607 // GO:0006203 // GO:0006955 // GO:0051289 // GO:0045088 // GO:0060337","cytokine-mediated signaling pathway (GO:0019221);dATP catabolic process (GO:0046061);defense response to virus (GO:0051607);dGTP catabolic process (GO:0006203);immune response (GO:0006955);protein homotetramerization (GO:0051289);regulation of innate immune response (GO:0045088);type I interferon signaling pathway (GO:0060337);","dGTP binding (GO:0032567);dGTPase activity (GO:0008832);nucleic acid binding (GO:0003676);RNA binding (GO:0003723);zinc ion binding (GO:0008270);","intracellular (GO:0005622);nucleoplasm (GO:0005654);nucleus (GO:0005634);plasma membrane (GO:0005886);","3D-structure;Acetylation;Aicardi-Goutieres syndrome;Allosteric enzyme;Alternative splicing;Antiviral defense;Complete proteome;Direct protein sequencing;Disease mutation;Hydrolase;Immunity;Innate immunity;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Ubl conjugation;Zinc.;"
"AgU003617_v1.1",1486,"GO:0005783 // GO:0045087","innate immune response (GO:0045087);","No_GOMF","endoplasmic reticulum (GO:0005783);","Chaperone;Coiled coil;Complete proteome;Endoplasmic reticulum;Glycoprotein;Immunity;Innate immunity;Reference proteome;Signal.;"
"AgU004224_v1.1",597,"GO:0005789 // GO:0032580 // GO:0031965 // GO:0020005 // GO:0019003 // GO:0005525 // GO:0003924 // GO:0042802 // GO:0035458 // GO:0019221 // GO:0050829 // GO:0042832 // GO:0045087 // GO:0010506","cellular response to interferon-beta (GO:0035458);cytokine-mediated signaling pathway (GO:0019221);defense response to Gram-negative bacterium (GO:0050829);defense response to protozoan (GO:0042832);innate immune response (GO:0045087);regulation of autophagy (GO:0010506);","GDP binding (GO:0019003);GTP binding (GO:0005525);GTPase activity (GO:0003924);identical protein binding (GO:0042802);","endoplasmic reticulum membrane (GO:0005789);Golgi cisterna membrane (GO:0032580);nuclear membrane (GO:0031965);symbiont-containing vacuole membrane (GO:0020005);","3D-structure;Complete proteome;Cytoplasm;Endoplasmic reticulum;Golgi apparatus;GTP-binding;Hydrolase;Immunity;Innate immunity;Lipoprotein;Membrane;Myristate;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU005479_v1.1",145,"GO:0005789 // GO:0043657 // GO:0030176 // GO:0016021 // GO:0016020 // GO:0042825 // GO:0005524 // GO:0023029 // GO:0015433 // GO:0046978 // GO:0046980 // GO:0005215 // GO:0002250 // GO:0019885 // GO:0002485 // GO:0002489 // GO:0042590 // GO:0002479 // GO:0002481 // GO:0002474 // GO:0046967 // GO:0019060 // GO:0046968 // GO:0002591 // GO:0055085","adaptive immune response (GO:0002250);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent (GO:0002485);antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent (GO:0002489);antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590);antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479);antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent (GO:0002481);antigen processing and presentation of peptide antigen via MHC class I (GO:0002474);cytosol to ER transport (GO:0046967);intracellular transport of viral protein in host cell (GO:0019060);peptide antigen transport (GO:0046968);positive regulation of antigen processing and presentation of peptide antigen via MHC class I (GO:0002591);transmembrane transport (GO:0055085);","ATP binding (GO:0005524);MHC class Ib protein binding (GO:0023029);peptide antigen-transporting ATPase activity (GO:0015433);TAP1 binding (GO:0046978);tapasin binding (GO:0046980);transporter activity (GO:0005215);","endoplasmic reticulum membrane (GO:0005789);host cell (GO:0043657);integral component of endoplasmic reticulum membrane (GO:0030176);integral component of membrane (GO:0016021);membrane (GO:0016020);TAP complex (GO:0042825);","Adaptive immunity;Alternative splicing;ATP-binding;Complete proteome;Endoplasmic reticulum;Host-virus interaction;Immunity;Membrane;Nucleotide-binding;Peptide transport;Polymorphism;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport.;"
"AgU005807_v1.1",673,"GO:0005737 // GO:0005856 // GO:0012505 // GO:0016020 // GO:0005634 // GO:0005524 // GO:0020037 // GO:0042393 // GO:0035401 // GO:0004715 // GO:0004713 // GO:0042977 // GO:0002250 // GO:0019221 // GO:0030218 // GO:0035409 // GO:0045087 // GO:0060397 // GO:0042517 // GO:0046777 // GO:0007165","activation of JAK2 kinase activity (GO:0042977);adaptive immune response (GO:0002250);cytokine-mediated signaling pathway (GO:0019221);erythrocyte differentiation (GO:0030218);histone H3-Y41 phosphorylation (GO:0035409);innate immune response (GO:0045087);JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397);positive regulation of tyrosine phosphorylation of Stat3 protein (GO:0042517);protein autophosphorylation (GO:0046777);signal transduction (GO:0007165);","ATP binding (GO:0005524);heme binding (GO:0020037);histone binding (GO:0042393);histone kinase activity (H3-Y41 specific) (GO:0035401);non-membrane spanning protein tyrosine kinase activity (GO:0004715);protein tyrosine kinase activity (GO:0004713);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);endomembrane system (GO:0012505);membrane (GO:0016020);nucleus (GO:0005634);","Adaptive immunity;ATP-binding;Chromatin regulator;Complete proteome;Cytoplasm;Immunity;Innate immunity;Kinase;Membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;SH2 domain;Transferase;Tyrosine-protein kinase.;"
"AgU005807_v1.1",674,"GO:0005737 // GO:0005856 // GO:0012505 // GO:0016020 // GO:0005634 // GO:0005524 // GO:0020037 // GO:0042393 // GO:0035401 // GO:0004715 // GO:0004713 // GO:0042977 // GO:0002250 // GO:0019221 // GO:0030218 // GO:0035409 // GO:0045087 // GO:0060397 // GO:0042517 // GO:0046777 // GO:0007165","activation of JAK2 kinase activity (GO:0042977);adaptive immune response (GO:0002250);cytokine-mediated signaling pathway (GO:0019221);erythrocyte differentiation (GO:0030218);histone H3-Y41 phosphorylation (GO:0035409);innate immune response (GO:0045087);JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397);positive regulation of tyrosine phosphorylation of Stat3 protein (GO:0042517);protein autophosphorylation (GO:0046777);signal transduction (GO:0007165);","ATP binding (GO:0005524);heme binding (GO:0020037);histone binding (GO:0042393);histone kinase activity (H3-Y41 specific) (GO:0035401);non-membrane spanning protein tyrosine kinase activity (GO:0004715);protein tyrosine kinase activity (GO:0004713);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);endomembrane system (GO:0012505);membrane (GO:0016020);nucleus (GO:0005634);","Adaptive immunity;ATP-binding;Chromatin regulator;Complete proteome;Cytoplasm;Immunity;Innate immunity;Kinase;Membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;SH2 domain;Transferase;Tyrosine-protein kinase.;"
"AgU005868_v1.1",1148,"GO:0016021 // GO:0004888 // GO:0006954 // GO:0045087 // GO:0002755 // GO:0050729 // GO:0050707 // GO:0002237 // GO:0034134","inflammatory response (GO:0006954);innate immune response (GO:0045087);MyD88-dependent toll-like receptor signaling pathway (GO:0002755);positive regulation of inflammatory response (GO:0050729);regulation of cytokine secretion (GO:0050707);response to molecule of bacterial origin (GO:0002237);toll-like receptor 2 signaling pathway (GO:0034134);","transmembrane signaling receptor activity (GO:0004888);","integral component of membrane (GO:0016021);","Complete proteome;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU006400_v1.1",1,"GO:0072562 // GO:0005581 // GO:0070062 // GO:0006958 // GO:0045087 // GO:0030853 // GO:0045650","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);negative regulation of granulocyte differentiation (GO:0030853);negative regulation of macrophage differentiation (GO:0045650);","No_GOMF","blood microparticle (GO:0072562);collagen trimer (GO:0005581);extracellular exosome (GO:0070062);","Collagen;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Hydroxylation;Immunity;Innate immunity;Reference proteome;Repeat;Secreted;Signal.;"
"AgU008549_v1.1",873,"GO:0005737 // GO:0016020 // GO:0005730 // GO:0005654 // GO:0005634 // GO:0044530 // GO:0003677 // GO:0003726 // GO:0046872 // GO:0044822 // GO:0006382 // GO:0016553 // GO:0098586 // GO:0019221 // GO:0051607 // GO:0060216 // GO:0030218 // GO:0010467 // GO:0002244 // GO:0061484 // GO:0001701 // GO:0045087 // GO:0035280 // GO:0016556 // GO:0006397 // GO:0043066 // GO:0044387 // GO:1900369 // GO:0060339 // GO:0045071 // GO:0001649 // GO:0045070 // GO:0031054 // GO:0006611 // GO:0006606 // GO:0035455 // GO:0009615 // GO:0002566 // GO:0060337","adenosine to inosine editing (GO:0006382);base conversion or substitution editing (GO:0016553);cellular response to virus (GO:0098586);cytokine-mediated signaling pathway (GO:0019221);defense response to virus (GO:0051607);definitive hemopoiesis (GO:0060216);erythrocyte differentiation (GO:0030218);gene expression (GO:0010467);hematopoietic progenitor cell differentiation (GO:0002244);hematopoietic stem cell homeostasis (GO:0061484);in utero embryonic development (GO:0001701);innate immune response (GO:0045087);miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280);mRNA modification (GO:0016556);mRNA processing (GO:0006397);negative regulation of apoptotic process (GO:0043066);negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387);negative regulation of RNA interference (GO:1900369);negative regulation of type I interferon-mediated signaling pathway (GO:0060339);negative regulation of viral genome replication (GO:0045071);osteoblast differentiation (GO:0001649);positive regulation of viral genome replication (GO:0045070);pre-miRNA processing (GO:0031054);protein export from nucleus (GO:0006611);protein import into nucleus (GO:0006606);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);somatic diversification of immune receptors via somatic mutation (GO:0002566);type I interferon signaling pathway (GO:0060337);","DNA binding (GO:0003677);double-stranded RNA adenosine deaminase activity (GO:0003726);metal ion binding (GO:0046872);poly(A) RNA binding (GO:0044822);","cytoplasm (GO:0005737);membrane (GO:0016020);nucleolus (GO:0005730);nucleoplasm (GO:0005654);nucleus (GO:0005634);supraspliceosomal complex (GO:0044530);","3D-structure;Aicardi-Goutieres syndrome;Alternative promoter usage;Alternative splicing;Antiviral defense;Complete proteome;Cytoplasm;Direct protein sequencing;Disease mutation;DNA-binding;Hydrolase;Immunity;Innate immunity;Isopeptide bond;Metal-binding;mRNA processing;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;RNA-binding;RNA-mediated gene silencing;Ubl conjugation;Zinc.;"
"AgU008588_v1.1",746,"GO:0009986 // GO:0002079 // GO:0016021 // GO:0004175 // GO:0006958 // GO:0045087 // GO:0045957 // GO:0045959 // GO:0006508 // GO:0007338","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);negative regulation of complement activation, alternative pathway (GO:0045957);negative regulation of complement activation, classical pathway (GO:0045959);proteolysis (GO:0006508);single fertilization (GO:0007338);","endopeptidase activity (GO:0004175);","cell surface (GO:0009986);inner acrosomal membrane (GO:0002079);integral component of membrane (GO:0016021);","Alternative splicing;Complement pathway;Complete proteome;Cytoplasmic vesicle;Direct protein sequencing;Disulfide bond;Fertilization;Glycoprotein;Immunity;Innate immunity;Membrane;Reference proteome;Repeat;Signal;Sushi;Transmembrane;Transmembrane helix.;"
"AgU009263_v1.1",315,"GO:0071944 // GO:0009897 // GO:0016021 // GO:0005886 // GO:0005509 // GO:0004930 // GO:0002250 // GO:0007166","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);","calcium ion binding (GO:0005509);G-protein coupled receptor activity (GO:0004930);","cell periphery (GO:0071944);external side of plasma membrane (GO:0009897);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Calcium;Cell membrane;Complete proteome;Disulfide bond;EGF-like domain;G-protein coupled receptor;Glycoprotein;Immunity;Membrane;Receptor;Reference proteome;Repeat;Signal;Transducer;Transmembrane;Transmembrane helix.;"
"AgU009263_v1.1",316,"GO:0071944 // GO:0009897 // GO:0016021 // GO:0005886 // GO:0005509 // GO:0004930 // GO:0002250 // GO:0007166","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);","calcium ion binding (GO:0005509);G-protein coupled receptor activity (GO:0004930);","cell periphery (GO:0071944);external side of plasma membrane (GO:0009897);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Calcium;Cell membrane;Complete proteome;Disulfide bond;EGF-like domain;G-protein coupled receptor;Glycoprotein;Immunity;Membrane;Receptor;Reference proteome;Repeat;Signal;Transducer;Transmembrane;Transmembrane helix.;"
"AgU009263_v1.1",88,"GO:0071944 // GO:0009897 // GO:0016021 // GO:0005886 // GO:0005509 // GO:0004930 // GO:0002250 // GO:0007166","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);","calcium ion binding (GO:0005509);G-protein coupled receptor activity (GO:0004930);","cell periphery (GO:0071944);external side of plasma membrane (GO:0009897);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Calcium;Cell membrane;Complete proteome;Disulfide bond;EGF-like domain;G-protein coupled receptor;Glycoprotein;Immunity;Membrane;Receptor;Reference proteome;Repeat;Signal;Transducer;Transmembrane;Transmembrane helix.;"
"AgU010115_v1.1",131,"GO:0097233 // GO:0016021 // GO:0005765 // GO:0002250 // GO:0008283","adaptive immune response (GO:0002250);cell proliferation (GO:0008283);","No_GOMF","alveolar lamellar body membrane (GO:0097233);integral component of membrane (GO:0016021);lysosomal membrane (GO:0005765);","3D-structure;Adaptive immunity;Complete proteome;Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Immunity;Lysosome;Membrane;Polymorphism;Reference proteome;Signal;Transmembrane;Transmembrane helix.;"
"AgU010428_v1.1",496,"GO:0005666 // GO:0003677 // GO:0003899 // GO:0051607 // GO:0045087 // GO:0045089 // GO:0032728 // GO:0006383","defense response to virus (GO:0051607);innate immune response (GO:0045087);positive regulation of innate immune response (GO:0045089);positive regulation of interferon-beta production (GO:0032728);transcription from RNA polymerase III promoter (GO:0006383);","DNA binding (GO:0003677);DNA-directed RNA polymerase activity (GO:0003899);","DNA-directed RNA polymerase III complex (GO:0005666);","Acetylation;Antiviral defense;Complete proteome;DNA-directed RNA polymerase;Immunity;Innate immunity;Isopeptide bond;Nucleus;Reference proteome;Transcription;Ubl conjugation.;"
"AgU010428_v1.1",498,"GO:0005666 // GO:0003677 // GO:0003899 // GO:0051607 // GO:0045087 // GO:0045089 // GO:0032728 // GO:0006383","defense response to virus (GO:0051607);innate immune response (GO:0045087);positive regulation of innate immune response (GO:0045089);positive regulation of interferon-beta production (GO:0032728);transcription from RNA polymerase III promoter (GO:0006383);","DNA binding (GO:0003677);DNA-directed RNA polymerase activity (GO:0003899);","DNA-directed RNA polymerase III complex (GO:0005666);","Acetylation;Antiviral defense;Complete proteome;DNA-directed RNA polymerase;Immunity;Innate immunity;Isopeptide bond;Nucleus;Reference proteome;Transcription;Ubl conjugation.;"
"AgU010663_v1.1",634,"GO:0005737 // GO:0031410 // GO:0005829 // GO:0031234 // GO:0043231 // GO:0045121 // GO:0005634 // GO:0005886 // GO:0005524 // GO:0042802 // GO:0046872 // GO:0004715 // GO:0005547 // GO:0004713 // GO:0002250 // GO:0097190 // GO:0042113 // GO:0050853 // GO:0019722 // GO:0030154 // GO:0048469 // GO:0038095 // GO:0007249 // GO:0045087 // GO:0035556 // GO:0007498 // GO:0002755 // GO:0001818 // GO:0038083 // GO:0018108 // GO:0045579 // GO:0051092 // GO:0006468 // GO:0002902 // GO:0002721 // GO:0042127 // GO:0034134 // GO:0034142 // GO:0002224 // GO:0038123 // GO:0038124 // GO:0006351 // GO:0007169","adaptive immune response (GO:0002250);apoptotic signaling pathway (GO:0097190);B cell activation (GO:0042113);B cell receptor signaling pathway (GO:0050853);calcium-mediated signaling (GO:0019722);cell differentiation (GO:0030154);cell maturation (GO:0048469);Fc-epsilon receptor signaling pathway (GO:0038095);I-kappaB kinase/NF-kappaB signaling (GO:0007249);innate immune response (GO:0045087);intracellular signal transduction (GO:0035556);mesoderm development (GO:0007498);MyD88-dependent toll-like receptor signaling pathway (GO:0002755);negative regulation of cytokine production (GO:0001818);peptidyl-tyrosine autophosphorylation (GO:0038083);peptidyl-tyrosine phosphorylation (GO:0018108);positive regulation of B cell differentiation (GO:0045579);positive regulation of NF-kappaB transcription factor activity (GO:0051092);protein phosphorylation (GO:0006468);regulation of B cell apoptotic process (GO:0002902);regulation of B cell cytokine production (GO:0002721);regulation of cell proliferation (GO:0042127);toll-like receptor 2 signaling pathway (GO:0034134);toll-like receptor 4 signaling pathway (GO:0034142);toll-like receptor signaling pathway (GO:0002224);toll-like receptor TLR1 (GO:0038123);toll-like receptor TLR6 (GO:0038124);transcription, DNA-templated (GO:0006351);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","ATP binding (GO:0005524);identical protein binding (GO:0042802);metal ion binding (GO:0046872);non-membrane spanning protein tyrosine kinase activity (GO:0004715);phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547);protein tyrosine kinase activity (GO:0004713);","cytoplasm (GO:0005737);cytoplasmic vesicle (GO:0031410);cytosol (GO:0005829);extrinsic component of cytoplasmic side of plasma membrane (GO:0031234);intracellular membrane-bounded organelle (GO:0043231);membrane raft (GO:0045121);nucleus (GO:0005634);plasma membrane (GO:0005886);","3D-structure;Acetylation;Adaptive immunity;Alternative promoter usage;Apoptosis;ATP-binding;Cell membrane;Complete proteome;Cytoplasm;Direct protein sequencing;Disease mutation;Immunity;Innate immunity;Kinase;Lipid-binding;Membrane;Metal-binding;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;SH2 domain;SH3 domain;Transcription;Transcription regulation;Transferase;Tyrosine-protein kinase;Zinc;Zinc-finger.;"
"AgU011439_v1.1",23,"GO:0016021 // GO:0015026 // GO:0002250 // GO:0030217 // GO:0045058","adaptive immune response (GO:0002250);T cell differentiation (GO:0030217);T cell selection (GO:0045058);","coreceptor activity (GO:0015026);","integral component of membrane (GO:0016021);","Adaptive immunity;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU012760_v1.1",49,"GO:0005666 // GO:0005730 // GO:0003677 // GO:0003899 // GO:0008270 // GO:0051607 // GO:0045087 // GO:0006386","defense response to virus (GO:0051607);innate immune response (GO:0045087);termination of RNA polymerase III transcription (GO:0006386);","DNA binding (GO:0003677);DNA-directed RNA polymerase activity (GO:0003899);zinc ion binding (GO:0008270);","DNA-directed RNA polymerase III complex (GO:0005666);nucleolus (GO:0005730);","Antiviral defense;Complete proteome;DNA-directed RNA polymerase;Immunity;Innate immunity;Metal-binding;Nucleus;Reference proteome;Transcription;Zinc;Zinc-finger.;"
"AgU013016_v1.1",49,"GO:0015030 // GO:0005737 // GO:0005730 // GO:0005654 // GO:0005634 // GO:0016605 // GO:0000175 // GO:0004527 // GO:0008859 // GO:0046872 // GO:0008310 // GO:0030619 // GO:0030620 // GO:0034511 // GO:0008283 // GO:0019221 // GO:0051607 // GO:0000738 // GO:0045071 // GO:0009615 // GO:0006401 // GO:0090503 // GO:0006364 // GO:0060337","cell proliferation (GO:0008283);cytokine-mediated signaling pathway (GO:0019221);defense response to virus (GO:0051607);DNA catabolic process, exonucleolytic (GO:0000738);negative regulation of viral genome replication (GO:0045071);response to virus (GO:0009615);RNA catabolic process (GO:0006401);RNA phosphodiester bond hydrolysis, exonucleolytic (GO:0090503);rRNA processing (GO:0006364);type I interferon signaling pathway (GO:0060337);","3'-5'-exoribonuclease activity (GO:0000175);exonuclease activity (GO:0004527);exoribonuclease II activity (GO:0008859);metal ion binding (GO:0046872);single-stranded DNA 3'-5' exodeoxyribonuclease activity (GO:0008310);U1 snRNA binding (GO:0030619);U2 snRNA binding (GO:0030620);U3 snoRNA binding (GO:0034511);","Cajal body (GO:0015030);cytoplasm (GO:0005737);nucleolus (GO:0005730);nucleoplasm (GO:0005654);nucleus (GO:0005634);PML body (GO:0016605);","3D-structure;Alternative splicing;Antiviral defense;Complete proteome;Cytoplasm;Exonuclease;Hydrolase;Immunity;Innate immunity;Manganese;Metal-binding;Nuclease;Nucleus;Reference proteome;RNA-binding;rRNA processing.;"
"AgU013785_v1.1",302,"GO:0072562 // GO:0070062 // GO:0005576 // GO:0005509 // GO:0004252 // GO:0008236 // GO:0006956 // GO:0006958 // GO:0006955 // GO:0045087","complement activation (GO:0006956);complement activation, classical pathway (GO:0006958);immune response (GO:0006955);innate immune response (GO:0045087);","calcium ion binding (GO:0005509);serine-type endopeptidase activity (GO:0004252);serine-type peptidase activity (GO:0008236);","blood microparticle (GO:0072562);extracellular exosome (GO:0070062);extracellular region (GO:0005576);","3D-structure;Complement pathway;Complete proteome;Direct protein sequencing;Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Hydroxylation;Immunity;Innate immunity;Phosphoprotein;Polymorphism;Protease;Reference proteome;Repeat;Serine protease;Signal;Sushi.;"
"AgU015330_v1.1",483,"GO:0005737 // GO:0010494 // GO:0070062 // GO:0005741 // GO:0016607 // GO:0005634 // GO:0005524 // GO:0004003 // GO:0004004 // GO:0016887 // GO:0043273 // GO:0003677 // GO:0008190 // GO:0003924 // GO:0048027 // GO:0017111 // GO:0008143 // GO:0044822 // GO:0043024 // GO:0003723 // GO:0035613 // GO:0008134 // GO:0031369 // GO:0071243 // GO:0071470 // GO:0007059 // GO:0032508 // GO:0008625 // GO:0045087 // GO:0035556 // GO:0097193 // GO:0042256 // GO:0043066 // GO:0030308 // GO:0043154 // GO:2001243 // GO:0031333 // GO:0017148 // GO:0043065 // GO:0030307 // GO:0071651 // GO:0043280 // GO:1900087 // GO:0010628 // GO:0032728 // GO:0045944 // GO:0045727 // GO:0045948 // GO:0045070 // GO:0009615 // GO:0010501 // GO:0034063 // GO:0006351 // GO:0006413 // GO:0016032","cellular response to arsenic-containing substance (GO:0071243);cellular response to osmotic stress (GO:0071470);chromosome segregation (GO:0007059);DNA duplex unwinding (GO:0032508);extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625);innate immune response (GO:0045087);intracellular signal transduction (GO:0035556);intrinsic apoptotic signaling pathway (GO:0097193);mature ribosome assembly (GO:0042256);negative regulation of apoptotic process (GO:0043066);negative regulation of cell growth (GO:0030308);negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154);negative regulation of intrinsic apoptotic signaling pathway (GO:2001243);negative regulation of protein complex assembly (GO:0031333);negative regulation of translation (GO:0017148);positive regulation of apoptotic process (GO:0043065);positive regulation of cell growth (GO:0030307);positive regulation of chemokine (C-C motif) ligand 5 production (GO:0071651);positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280);positive regulation of G1/S transition of mitotic cell cycle (GO:1900087);positive regulation of gene expression (GO:0010628);positive regulation of interferon-beta production (GO:0032728);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of translation (GO:0045727);positive regulation of translational initiation (GO:0045948);positive regulation of viral genome replication (GO:0045070);response to virus (GO:0009615);RNA secondary structure unwinding (GO:0010501);stress granule assembly (GO:0034063);transcription, DNA-templated (GO:0006351);translational initiation (GO:0006413);viral process (GO:0016032);","ATP binding (GO:0005524);ATP-dependent DNA helicase activity (GO:0004003);ATP-dependent RNA helicase activity (GO:0004004);ATPase activity (GO:0016887);CTPase activity (GO:0043273);DNA binding (GO:0003677);eukaryotic initiation factor 4E binding (GO:0008190);GTPase activity (GO:0003924);mRNA 5'-UTR binding (GO:0048027);nucleoside-triphosphatase activity (GO:0017111);poly(A) binding (GO:0008143);poly(A) RNA binding (GO:0044822);ribosomal small subunit binding (GO:0043024);RNA binding (GO:0003723);RNA stem-loop binding (GO:0035613);transcription factor binding (GO:0008134);translation initiation factor binding (GO:0031369);","cytoplasm (GO:0005737);cytoplasmic stress granule (GO:0010494);extracellular exosome (GO:0070062);mitochondrial outer membrane (GO:0005741);nuclear speck (GO:0016607);nucleus (GO:0005634);","3D-structure;Acetylation;Alternative splicing;Apoptosis;ATP-binding;Chromosome partition;Complete proteome;Cytoplasm;Direct protein sequencing;DNA-binding;Helicase;Host-virus interaction;Hydrolase;Immunity;Innate immunity;Isopeptide bond;Membrane;Mitochondrion;Mitochondrion outer membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Ribosome biogenesis;RNA-binding;Transcription;Transcription regulation;Translation regulation;Ubl conjugation.;"
"AgU021271_v1.1",60,"GO:0005737 // GO:0005856 // GO:0070062 // GO:0005615 // GO:0005634 // GO:0005886 // GO:0016209 // GO:0050544 // GO:0005509 // GO:0008270 // GO:0006919 // GO:0006914 // GO:0045087 // GO:0002523 // GO:0070488 // GO:0030593 // GO:0018119 // GO:0050729 // GO:2001244 // GO:0002793","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919);autophagy (GO:0006914);innate immune response (GO:0045087);leukocyte migration involved in inflammatory response (GO:0002523);neutrophil aggregation (GO:0070488);neutrophil chemotaxis (GO:0030593);peptidyl-cysteine S-nitrosylation (GO:0018119);positive regulation of inflammatory response (GO:0050729);positive regulation of intrinsic apoptotic signaling pathway (GO:2001244);positive regulation of peptide secretion (GO:0002793);","antioxidant activity (GO:0016209);arachidonic acid binding (GO:0050544);calcium ion binding (GO:0005509);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);cytoskeleton (GO:0005856);extracellular exosome (GO:0070062);extracellular space (GO:0005615);nucleus (GO:0005634);plasma membrane (GO:0005886);","Antimicrobial;Antioxidant;Apoptosis;Autophagy;Calcium;Cell membrane;Chemotaxis;Complete proteome;Cytoplasm;Cytoskeleton;Direct protein sequencing;Immunity;Inflammatory response;Innate immunity;Membrane;Metal-binding;Reference proteome;Repeat;S-nitrosylation;Secreted;Zinc.;"
"AgU023181_v1.1",84,"GO:0005783 // GO:0005789 // GO:0016021 // GO:0005886 // GO:0006955 // GO:0006954 // GO:0045087 // GO:0006801","immune response (GO:0006955);inflammatory response (GO:0006954);innate immune response (GO:0045087);superoxide metabolic process (GO:0006801);","No_GOMF","endoplasmic reticulum (GO:0005783);endoplasmic reticulum membrane (GO:0005789);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Cell membrane;Complete proteome;Endoplasmic reticulum;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
